WGS_ID,PEN,TET,SPCTINO,CFX,CRO,CIPRO,AZI,YEAR,ArrayExpress_Species,AssemblyName,AvgSpotLen,BioSample,Experiment,InsertSize,Instrument,Library_Name,LoadDate,MBases,MBytes,Organism,ReleaseDate,Run,SRA_Sample,Sample_Name,Assay_Type,BioProject,Center_Name,Consent,LibraryLayout,LibrarySelection,LibrarySource,Platform,SRA_Study
GCGS0215,0.5,0.5,1,0.25,0.03,0.015,0.25,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677292,ERX197574,261,Illumina HiSeq 2000,6031035,1/24/13,451,250,Neisseria gonorrhoeae,1/24/13,ERR222914,ERS135418,GCGS215-sc-2012-05-03T12:03:55Z-1410717,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0216,4,16,1,0.015,0.015,2,0.25,2009,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677297,ERX197575,261,Illumina HiSeq 2000,6031036,1/24/13,426,239,Neisseria gonorrhoeae,1/24/13,ERR222915,ERS135419,GCGS216-sc-2012-05-03T12:03:56Z-1410718,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0217,1,1,1,0.25,0.03,0.015,0.5,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677398,ERX197576,261,Illumina HiSeq 2000,6031037,1/24/13,364,204,Neisseria gonorrhoeae,1/24/13,ERR222916,ERS135607,GCGS217-sc-2012-05-03T12:12:11Z-1410719,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0218,0.25,1,1,0.015,0.008,0.015,16,2009,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677431,ERX197577,261,Illumina HiSeq 2000,6031038,1/24/13,417,232,Neisseria gonorrhoeae,1/24/13,ERR222917,ERS135421,GCGS218-sc-2012-05-03T12:03:58Z-1410720,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0219,1,1,1,0.25,0.03,0.015,0.5,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677425,ERX197578,261,Illumina HiSeq 2000,6031039,1/24/13,379,210,Neisseria gonorrhoeae,1/24/13,ERR222918,ERS135422,GCGS219-sc-2012-05-03T12:03:59Z-1410721,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0220,0.25,0.25,1,0.015,0.008,2,0.06,2009,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677393,ERX197579,261,Illumina HiSeq 2000,6031040,1/24/13,429,238,Neisseria gonorrhoeae,1/24/13,ERR222919,ERS135608,GCGS220-sc-2012-05-03T12:12:12Z-1410722,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0221,1,0.5,1,0.25,0.03,0.015,0.5,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677418,ERX197580,261,Illumina HiSeq 2000,6031041,1/24/13,362,200,Neisseria gonorrhoeae,1/24/13,ERR222920,ERS135424,GCGS221-sc-2012-05-03T12:04:00Z-1410723,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0222,2,1,1,0.015,0.03,4,0.5,2009,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165582,ERX934868,223,Illumina HiSeq 2000,12727849,1/17/16,473,239,Neisseria gonorrhoeae,4/15/15,ERR855230,ERS621694,09AZI_C_006-sc-2186747,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0223,0.5,1,1,0.25,0.03,0.015,0.5,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677410,ERX197582,261,Illumina HiSeq 2000,6031043,1/24/13,260,144,Neisseria gonorrhoeae,1/24/13,ERR222922,ERS135670,GCGS223-sc-2012-05-03T12:16:37Z-1410725,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0224,0.25,1,1,0.015,0.008,0.015,8,2009,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677411,ERX197583,261,Illumina HiSeq 2000,6031044,1/24/13,524,287,Neisseria gonorrhoeae,1/24/13,ERR222923,ERS135427,GCGS224-sc-2012-05-03T12:04:03Z-1410726,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0225,1,1,1,0.25,0.03,0.015,0.5,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677414,ERX197584,261,Illumina HiSeq 2000,6031045,1/24/13,383,212,Neisseria gonorrhoeae,1/24/13,ERR222924,ERS135428,GCGS225-sc-2012-05-03T12:04:04Z-1410727,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0226,0.25,0.5,1,0.015,0.008,0.015,16,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677433,ERX197585,261,Illumina HiSeq 2000,6031046,1/24/13,234,129,Neisseria gonorrhoeae,1/24/13,ERR222925,ERS135610,GCGS226-sc-2012-05-03T12:12:13Z-1410728,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0227,4,4,1,0.25,0.06,16,1,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677451,ERX197586,261,Illumina HiSeq 2000,6031047,1/24/13,409,228,Neisseria gonorrhoeae,1/24/13,ERR222926,ERS135430,GCGS227-sc-2012-05-03T12:04:06Z-1410729,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0228,2,4,1,0.015,0.015,0.015,2,2009,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677449,ERX197587,261,Illumina HiSeq 2000,6031048,1/24/13,422,232,Neisseria gonorrhoeae,1/24/13,ERR222927,ERS135431,GCGS228-sc-2012-05-03T12:04:07Z-1410730,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0229,2,2,1,0.25,0.06,16,0.5,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677437,ERX197588,261,Illumina HiSeq 2000,6031049,1/24/13,492,271,Neisseria gonorrhoeae,1/24/13,ERR222928,ERS135611,GCGS229-sc-2012-05-03T12:12:15Z-1410731,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0230,0.25,0.5,1,0.015,0.008,0.015,8,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677438,ERX197589,261,Illumina HiSeq 2000,6031050,1/24/13,514,282,Neisseria gonorrhoeae,1/24/13,ERR222929,ERS135433,GCGS230-sc-2012-05-03T12:04:08Z-1410732,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0231,2,1,1,0.25,0.03,32,0.25,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677436,ERX197590,261,Illumina HiSeq 2000,6031051,1/24/13,351,195,Neisseria gonorrhoeae,1/24/13,ERR222930,ERS135434,GCGS231-sc-2012-05-03T12:04:09Z-1410733,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0232,2,2,1,0.06,0.03,32,0.5,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677483,ERX197591,261,Illumina HiSeq 2000,6031052,1/24/13,340,190,Neisseria gonorrhoeae,1/24/13,ERR222931,ERS135691,GCGS232-sc-2012-05-03T12:21:06Z-1410734,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0233,2,4,1,0.25,0.06,32,0.5,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677294,ERX197592,261,Illumina HiSeq 2000,6031053,1/24/13,434,239,Neisseria gonorrhoeae,1/24/13,ERR222932,ERS135436,GCGS233-sc-2012-05-03T12:04:11Z-1410735,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0234,2,2,1,0.06,0.03,32,0.5,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677289,ERX197593,261,Illumina HiSeq 2000,6031054,1/24/13,283,156,Neisseria gonorrhoeae,1/24/13,ERR222933,ERS135437,GCGS234-sc-2012-05-03T12:04:12Z-1410736,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0235,2,4,1,0.25,0.06,16,0.25,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677445,ERX197594,261,Illumina HiSeq 2000,6031055,1/24/13,350,195,Neisseria gonorrhoeae,1/24/13,ERR222934,ERS135613,GCGS235-sc-2012-05-03T12:12:16Z-1410737,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0236,2,2,1,0.06,0.03,32,0.5,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677300,ERX197595,261,Illumina HiSeq 2000,6031056,1/24/13,455,252,Neisseria gonorrhoeae,1/24/13,ERR222935,ERS135439,GCGS236-sc-2012-05-03T12:04:14Z-1410738,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0237,2,4,1,0.25,0.06,16,0.25,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677343,ERX197596,261,Illumina HiSeq 2000,6031057,1/24/13,330,182,Neisseria gonorrhoeae,1/24/13,ERR222936,ERS135440,GCGS237-sc-2012-05-03T12:04:14Z-1410739,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0238,2,4,1,0.06,0.03,32,0.5,2009,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677444,ERX197597,261,Illumina HiSeq 2000,6031058,1/24/13,387,215,Neisseria gonorrhoeae,1/24/13,ERR222937,ERS135614,GCGS238-sc-2012-05-03T12:12:17Z-1410740,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0239,2,4,1,0.5,0.125,16,0.5,2010,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165679,ERX934933,233,Illumina HiSeq 2000,12737254,1/17/16,464,233,Neisseria gonorrhoeae,4/15/15,ERR855295,ERS621791,10AZI_C_021-sc-2186845,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0240,2,4,1,0.06,0.06,32,0.5,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677347,ERX197599,261,Illumina HiSeq 2000,6031060,1/24/13,464,257,Neisseria gonorrhoeae,1/24/13,ERR222939,ERS135443,GCGS240-sc-2012-05-03T12:04:17Z-1410742,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0241,4,4,1,0.5,0.125,16,0.5,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677419,ERX197600,261,Illumina HiSeq 2000,6031061,1/24/13,379,210,Neisseria gonorrhoeae,1/24/13,ERR222940,ERS135672,GCGS241-sc-2012-05-03T12:16:38Z-1410743,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0242,0.5,0.5,1,0.063,0.032,4,0.25,2010,Neisseria gonorrhoeae,GCA_000009465.1,200,SAMEA1677355,ERX197601,261,Illumina HiSeq 2000,6031062,1/24/13,305,169,Neisseria gonorrhoeae,1/24/13,ERR222941,ERS135445,GCGS242-sc-2012-05-03T12:04:19Z-1410744,WGS,PRJEB2090,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP000144
GCGS0243,0.06,1,1,0.002,0.001,0.004,1,2006,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165537,ERX934823,223,Illumina HiSeq 2000,12727784,1/17/16,438,220,Neisseria gonorrhoeae,4/15/15,ERR855185,ERS621649,06AZI_C_004-sc-2186702,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0244,0.03,0.25,1,0.002,0.001,0.004,1,2006,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165253,ERX934547,236,Illumina HiSeq 2000,12711141,1/17/16,477,250,Neisseria gonorrhoeae,4/15/15,ERR854909,ERS621365,06CFX_C_004-sc-2186415,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0245,0.03,1,1,0.002,0.004,0.004,0.25,2001,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463058,ERX1148031,493,Illumina HiSeq 2000,14522180,3/3/16,563,89,Neisseria gonorrhoeae,10/27/15,ERR1067881,ERS758637,01AZI_C_010-sc-2320855,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0246,0.03,0.25,1,0.002,0.001,0.004,8,2006,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165448,ERX934737,230,Illumina HiSeq 2000,12727894,1/17/16,427,213,Neisseria gonorrhoeae,4/15/15,ERR855099,ERS621560,06AZI_T_011-sc-2186612,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0247,0.06,0.5,1,0.004,0.002,0.008,2,2005,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165405,ERX934707,230,Illumina HiSeq 2000,12727902,1/18/16,431,220,Neisseria gonorrhoeae,4/15/15,ERR855069,ERS621517,05AZI_T_003-sc-2186568,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0248,0.125,0.125,1,0.004,0.002,0.004,0.5,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3462899,ERX1147988,493,Illumina HiSeq 2000,14522252,3/3/16,511,87,Neisseria gonorrhoeae,10/27/15,ERR1067838,ERS758478,04AZI_C_004-sc-2320757,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0249,0.5,1,1,0.004,0.004,0.008,4,2000,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463085,ERX1147935,489,Illumina HiSeq 2000,14522717,3/3/16,544,91,Neisseria gonorrhoeae,10/27/15,ERR1067785,ERS758664,00AZI_T_010-sc-2320882,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0250,0.06,0.25,1,0.004,0.002,0.008,1,2005,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165510,ERX934796,223,Illumina HiSeq 2000,12727840,1/17/16,611,312,Neisseria gonorrhoeae,4/15/15,ERR855158,ERS621622,05AZI_C_008-sc-2186675,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0251,0.5,2,1,0.004,0.004,0.008,0.25,2000,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463028,ERX1148018,493,Illumina HiSeq 2000,14522227,3/3/16,601,96,Neisseria gonorrhoeae,10/27/15,ERR1067868,ERS758607,00AZI_C_015-sc-2320825,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0252,0.06,0.25,1,0.004,0.002,0.008,2,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463202,ERX1161752,500,Illumina HiSeq 2000,14528827,3/3/16,624,123,Neisseria gonorrhoeae,10/21/15,ERR1082162,ERS758781,04AZI_T_042-sc-2321090,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0253,0.03,0.5,1,0.004,0.001,0.004,1,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463204,ERX1161754,500,Illumina HiSeq 2000,14528756,3/3/16,579,115,Neisseria gonorrhoeae,10/21/15,ERR1082164,ERS758783,04AZI_T_044-sc-2321094,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0254,0.25,1,1,0.004,0.015,0.004,4,2005,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165436,ERX934727,230,Illumina HiSeq 2000,12727857,1/17/16,440,217,Neisseria gonorrhoeae,4/15/15,ERR855089,ERS621548,05AZI_T_029-sc-2186600,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0255,0.25,1,1,0.008,0.004,0.004,2,2001,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463096,ERX1147946,489,Illumina HiSeq 2000,14522754,3/3/16,530,91,Neisseria gonorrhoeae,10/27/15,ERR1067796,ERS758675,01AZI_T_002-sc-2320894,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0256,0.25,0.5,1,0.008,0.004,0.004,0.5,2003,Neisseria gonorrhoeae,BioProject23,250,SAMEA3462891,ERX1147983,493,Illumina HiSeq 2000,14522171,3/3/16,217,37,Neisseria gonorrhoeae,10/27/15,ERR1067833,ERS758470,03AZI_C_002-sc-2320749,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0257,0.5,0.5,1,0.008,0.004,0.004,4,2005,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165403,ERX934706,230,Illumina HiSeq 2000,12727890,1/17/16,421,212,Neisseria gonorrhoeae,4/15/15,ERR855068,ERS621515,05AZI_T_002-sc-2186566,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0258,0.25,0.5,1,0.008,0.002,0.004,4,2002,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463122,ERX1161779,481,Illumina HiSeq 2000,14528574,3/3/16,522,104,Neisseria gonorrhoeae,10/21/15,ERR1082189,ERS758701,02AZI_T_008-sc-2320923,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0259,0.125,1,1,0.008,0.004,0.004,2,2003,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463147,ERX1161804,481,Illumina HiSeq 2000,14528589,3/3/16,474,100,Neisseria gonorrhoeae,10/21/15,ERR1082214,ERS758726,03AZI_T_006-sc-2320974,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0260,0.125,1,1,0.008,0.004,0.004,2,2003,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463148,ERX1161805,481,Illumina HiSeq 2000,14528601,3/3/16,530,111,Neisseria gonorrhoeae,10/21/15,ERR1082215,ERS758727,03AZI_T_007-sc-2320976,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0261,0.25,32,1,0.008,0.004,0.004,0.5,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463023,ERX1147901,489,Illumina HiSeq 2000,14522689,3/3/16,571,104,Neisseria gonorrhoeae,10/27/15,ERR1067751,ERS758602,04AZI_C_025-sc-2320820,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0262,0.125,16,1,0.008,0.004,0.004,0.5,2005,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165504,ERX934790,223,Illumina HiSeq 2000,12727768,1/17/16,428,221,Neisseria gonorrhoeae,4/15/15,ERR855152,ERS621616,05AZI_C_002-sc-2186669,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0263,0.25,16,1,0.008,0.008,0.004,0.5,2005,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165505,ERX934791,223,Illumina HiSeq 2000,12727780,1/17/16,517,268,Neisseria gonorrhoeae,4/15/15,ERR855153,ERS621617,05AZI_C_003-sc-2186670,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0264,0.25,1,1,0.008,0.008,0.004,8,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463176,ERX1161833,481,Illumina HiSeq 2000,14528652,3/3/16,488,89,Neisseria gonorrhoeae,10/21/15,ERR1082243,ERS758755,04AZI_T_016-sc-2321035,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0265,0.25,0.25,1,0.008,0.004,0.008,0.5,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3462896,ERX1147986,493,Illumina HiSeq 2000,14522221,3/3/16,551,94,Neisseria gonorrhoeae,10/27/15,ERR1067836,ERS758475,04AZI_C_002-sc-2320754,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0266,0.25,0.25,1,0.008,0.004,0.004,1,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463177,ERX1161834,481,Illumina HiSeq 2000,14528569,3/3/16,582,111,Neisseria gonorrhoeae,10/21/15,ERR1082244,ERS758756,04AZI_T_017-sc-2321038,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0267,0.25,0.5,1,0.008,0.008,0.004,4,2005,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165407,ERX934709,230,Illumina HiSeq 2000,12727926,1/17/16,464,231,Neisseria gonorrhoeae,4/15/15,ERR855071,ERS621519,05AZI_T_005-sc-2186570,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0268,0.25,1,1,0.008,0.004,0.004,1,2003,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463149,ERX1161806,481,Illumina HiSeq 2000,14528613,3/3/16,479,103,Neisseria gonorrhoeae,10/21/15,ERR1082216,ERS758728,03AZI_T_008-sc-2320978,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0269,0.25,1,1,0.008,0.004,0.002,1,2004,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463180,ERX1161837,481,Illumina HiSeq 2000,14528605,3/3/16,645,123,Neisseria gonorrhoeae,10/21/15,ERR1082247,ERS758759,04AZI_T_020-sc-2321044,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0270,1,2,1,0.008,0.008,0.015,0.25,2000,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463015,ERX1148012,493,Illumina HiSeq 2000,14522256,3/3/16,461,73,Neisseria gonorrhoeae,10/27/15,ERR1067862,ERS758594,00AZI_C_008-sc-2320811,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0271,0.5,1,1,0.008,0.004,0.004,16,2005,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165417,ERX934714,230,Illumina HiSeq 2000,12727891,1/17/16,469,236,Neisseria gonorrhoeae,4/15/15,ERR855076,ERS621529,05AZI_T_012-sc-2186580,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0272,0.5,1,1,0.008,0.004,0.004,16,2005,Neisseria gonorrhoeae,BioProject23,200,SAMEA3165418,ERX934715,230,Illumina HiSeq 2000,12727903,1/17/16,466,234,Neisseria gonorrhoeae,4/15/15,ERR855077,ERS621530,05AZI_T_013-sc-2186581,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0273,0.25,2,1,0.008,0.004,0.008,2,2000,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463079,ERX1147932,489,Illumina HiSeq 2000,14522681,3/3/16,599,108,Neisseria gonorrhoeae,10/27/15,ERR1067782,ERS758658,00AZI_T_007-sc-2320876,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0274,0.25,0.25,1,0.008,0.004,0.004,2,2003,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463151,ERX1161808,481,Illumina HiSeq 2000,14528637,3/3/16,536,99,Neisseria gonorrhoeae,10/21/15,ERR1082218,ERS758730,03AZI_T_010-sc-2320982,WGS,PRJEB7904,SC,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0275,0.5,0.5,1,0.008,0.004,0.004,2,2000,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463083,ERX1147934,489,Illumina HiSeq 2000,14522705,3/3/16,568,97,Neisseria gonorrhoeae,10/27/15,ERR1067784,ERS758662,00AZI_T_009-sc-2320880,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0276,0.5,0.5,1,0.008,0.004,0.004,1,2000,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463086,ERX1147936,489,Illumina HiSeq 2000,14522729,3/3/16,534,91,Neisseria gonorrhoeae,10/27/15,ERR1067786,ERS758665,00AZI_T_011-sc-2320883,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0277,2,4,1,0.008,0.008,0.015,0.25,2002,Neisseria gonorrhoeae,BioProject23,250,SAMEA3463080,ERX1147859,489,Illumina HiSeq 2000,14522660,3/3/16,534,89,Neisseria gonorrhoeae,10/27/15,ERR1067709,ERS758659,02AZI_C_007-sc-2320877,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
GCGS0278,0.5,0.5,1,0.008,0.004,2,0.25,2003,Neisseria gonorrhoeae,BioProject23,250,SAMEA3462909,ERX1147993,493,Illumina HiSeq 2000,14522206,3/3/16,530,94,Neisseria gonorrhoeae,10/27/15,ERR1067843,ERS758488,03AZI_C_004-sc-2320767,WGS,PRJEB7904,THE WELLCOME TRUST SANGER INSTITUTE,public,PAIRED,RANDOM,GENOMIC,ILLUMINA,ERP008891
